Timestamp,Sensor1-L,Sensor2-L,Sensor3-L,Sensor4-L,Sensor5-L,Mean,Label,,,,,,,,MIN,MAX,MEAN,,MAX MEAN,MAX MAX
50:19.4,6.1244,0.26596,1.01748,0.27816,0.92232,1.721664,3,,3.8674,9.72584,8.97432,9.71364,9.06948,,3.8674,9.72584,8.270136,,,
50:20.4,9.01824,9.9918,9.9918,9.9918,9.9918,9.797088,3,,0.97356,0,0,0,0,,0,0.97356,0.194712,,,
50:21.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:22.4,2.99388,1.15412,0.84424,1.35664,4.67016,2.203808,3,,6.99792,8.83768,9.14756,8.63516,5.32164,,5.32164,9.14756,7.787992,,,
50:23.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:24.4,9.9918,0.1952,3.56728,0.14884,0.20252,2.821128,3,,0,9.7966,6.42452,9.84296,9.78928,,0,9.84296,7.170672,,,
50:25.4,3.08172,1.55916,1.05408,3.77468,5.90236,3.0744,3,,6.91008,8.43264,8.93772,6.21712,4.08944,,4.08944,8.93772,6.9174,,,
50:26.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:27.4,2.989,1.23708,1.342,1.3054,4.73116,2.320928,3,,7.0028,8.75472,8.6498,8.6864,5.26064,,5.26064,8.75472,7.670872,,,
50:28.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:29.4,9.9918,0.27328,9.9918,0.15616,0.11712,4.106032,3,,0,9.71852,0,9.83564,9.87468,,0,9.87468,5.885768,,,
50:30.4,2.85724,1.65432,1.05896,3.08416,2.30824,2.192584,3,,7.13456,8.33748,8.93284,6.90764,7.68356,,6.90764,8.93284,7.799216,,,
50:31.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:32.4,2.95972,1.07848,1.281,0.83448,4.31636,2.094008,3,,7.03208,8.91332,8.7108,9.15732,5.67544,,5.67544,9.15732,7.897792,,,
50:33.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:34.4,9.9918,0.37332,1.49572,0.31232,0.85156,2.604944,3,,0,9.61848,8.49608,9.67948,9.14024,,0,9.67948,7.386856,,,
50:35.4,3.86008,1.525,0.44652,3.5014,9.9918,3.86496,3,,6.13172,8.4668,9.54528,6.4904,0,,0,9.54528,6.12684,,,
50:36.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:37.4,3.68196,0.50752,1.1468,0.51484,0.66368,1.30296,3,,6.30984,9.48428,8.845,9.47696,9.32812,,6.30984,9.48428,8.68884,,,
50:38.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:39.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:40.4,2.989,1.50548,1.09312,1.97396,4.38956,2.390224,3,,7.0028,8.48632,8.89868,8.01784,5.60224,,5.60224,8.89868,7.601576,,,
50:41.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:42.4,2.89384,0.9516,1.02968,0.81252,2.43756,1.62504,3,,7.09796,9.0402,8.96212,9.17928,7.55424,,7.09796,9.17928,8.36676,,,
50:43.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:44.4,9.9918,0.33916,1.60064,0.34404,0.57096,2.56932,3,,0,9.65264,8.39116,9.64776,9.42084,,0,9.65264,7.42248,,,
50:45.4,3.68684,9.9918,1.39568,9.9918,9.9918,7.011584,3,,6.30496,0,8.59612,0,0,,0,8.59612,2.980216,,,
50:46.4,9.9918,9.9918,9.9918,9.9918,6.96376,9.386192,3,,0,0,0,0,3.02804,,0,3.02804,0.605608,,,
50:47.4,3.10124,1.53232,0.93696,0.97356,6.49528,2.607872,3,,6.89056,8.45948,9.05484,9.01824,3.49652,,3.49652,9.05484,7.383928,,,
50:48.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:49.4,2.97436,0.61,1.10776,0.49776,1.26636,1.291248,3,,7.01744,9.3818,8.88404,9.49404,8.72544,,7.01744,9.49404,8.700552,,,
50:50.4,3.58436,3.79908,1.71532,7.56644,9.9918,5.3314,3,,6.40744,6.19272,8.27648,2.42536,0,,0,8.27648,4.6604,,,
50:51.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:52.4,2.93532,0.54168,0.69052,0.5856,2.45952,1.442528,3,,7.05648,9.45012,9.30128,9.4062,7.53228,,7.05648,9.45012,8.549272,,,
50:53.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:54.4,9.9918,9.9918,9.9918,2.27652,0.90768,6.63192,3,,0,0,0,7.71528,9.08412,,0,9.08412,3.35988,,,
50:55.4,2.88896,0.81496,1.07848,0.89548,2.47416,1.630408,3,,7.10284,9.17684,8.91332,9.09632,7.51764,,7.10284,9.17684,8.361392,,,
50:56.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
50:57.4,2.88652,0.82228,0.976,0.70516,2.5132,1.580632,3,,7.10528,9.16952,9.0158,9.28664,7.4786,,7.10528,9.28664,8.411168,,,
50:58.4,3.71368,9.9918,9.9918,9.9918,9.9918,8.736176,3,,6.27812,0,0,0,0,,0,6.27812,1.255624,,,
50:59.4,9.9918,0.6466,9.9918,0.37576,0.27328,4.255848,3,,0,9.3452,0,9.61604,9.71852,,0,9.71852,5.735952,,,
51:00.5,3.56728,1.84708,1.2932,3.72344,9.9918,4.08456,3,,6.42452,8.14472,8.6986,6.26836,0,,0,8.6986,5.90724,,,
51:01.8,9.9918,9.9918,9.9918,9.9918,5.97068,9.187576,3,,0,0,0,0,4.02112,,0,4.02112,0.804224,,,
51:02.6,2.98168,1.04676,1.11508,0.976,4.46276,2.116456,3,,7.01012,8.94504,8.87672,9.0158,5.52904,,5.52904,9.0158,7.875344,,,
51:03.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:04.4,2.8914,0.83692,0.87352,0.73444,2.7328,1.613816,3,,7.1004,9.15488,9.11828,9.25736,7.259,,7.1004,9.25736,8.377984,,,
51:05.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:06.5,2.83528,0.98332,1.43716,0.88084,1.5006,1.52744,3,,7.15652,9.00848,8.55464,9.11096,8.4912,,7.15652,9.11096,8.46436,,,
51:07.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:08.4,3.05976,1.41276,0.96624,0.8662,5.99508,2.460008,3,,6.93204,8.57904,9.02556,9.1256,3.99672,,3.99672,9.1256,7.531792,,,
51:09.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:10.4,9.9918,9.9918,9.9918,2.17892,0.976,6.626064,3,,0,0,0,7.81288,9.0158,,0,9.0158,3.365736,,,
51:11.4,3.06952,1.40544,1.08824,1.22244,5.97556,2.55224,3,,6.92228,8.58636,8.90356,8.76936,4.01624,,4.01624,8.90356,7.43956,,,
51:12.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:13.4,9.9918,0.76616,9.9918,0.3904,0.3904,4.306112,3,,0,9.22564,0,9.6014,9.6014,,0,9.6014,5.685688,,,
51:14.4,3.1232,1.19316,0.7076,1.37128,6.67584,2.614216,3,,6.8686,8.79864,9.2842,8.62052,3.31596,,3.31596,9.2842,7.377584,,,
51:15.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:16.4,9.9918,0.2806,3.40136,0.22448,0.45628,2.870904,3,,0,9.7112,6.59044,9.76732,9.53552,,0,9.76732,7.120896,,,
51:17.5,3.55752,4.91416,1.54696,9.9918,9.9918,6.000448,3,,6.43428,5.07764,8.44484,0,0,,0,8.44484,3.991352,,,
51:18.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:19.5,2.95484,0.68808,1.10288,0.5734,3.5746,1.77876,3,,7.03696,9.30372,8.88892,9.4184,6.4172,,6.4172,9.4184,8.21304,,,
51:20.4,4.29928,9.9918,9.9918,9.9918,9.9918,8.853296,3,,5.69252,0,0,0,0,,0,5.69252,1.138504,,,
51:21.5,9.9918,1.63236,9.9918,0.5856,0.88084,4.61648,3,,0,8.35944,0,9.4062,9.11096,,0,9.4062,5.37532,,,
51:22.4,3.1598,1.30784,1.11264,0.92476,7.30292,2.761592,3,,6.832,8.68396,8.87916,9.06704,2.68888,,2.68888,9.06704,7.230208,,,
51:23.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:24.4,2.95972,0.8418,0.8906,0.72956,4.40664,1.965664,3,,7.03208,9.15,9.1012,9.26224,5.58516,,5.58516,9.26224,8.026136,,,
51:25.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:26.4,9.9918,0.14884,9.9918,0.16592,0.1952,4.098712,3,,0,9.84296,0,9.82588,9.7966,,0,9.84296,5.893088,,,
51:27.4,3.08904,1.16876,0.84912,1.67628,6.49772,2.656184,3,,6.90276,8.82304,9.14268,8.31552,3.49408,,3.49408,9.14268,7.335616,,,
51:28.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:29.4,6.68804,0.30012,2.33508,0.2318,0.52216,2.01544,3,,3.30376,9.69168,7.65672,9.76,9.46964,,3.30376,9.76,7.97636,,,
51:30.5,3.55752,6.78076,1.5616,9.9918,9.9918,6.376696,3,,6.43428,3.21104,8.4302,0,0,,0,8.4302,3.615104,,,
51:31.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:32.5,3.06708,1.02724,1.04188,1.1224,6.08536,2.468792,3,,6.92472,8.96456,8.94992,8.8694,3.90644,,3.90644,8.96456,7.523008,,,
51:33.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:34.5,9.9918,0.39528,3.78688,0.25376,0.48556,2.982656,3,,0,9.59652,6.20492,9.73804,9.50624,,0,9.73804,7.009144,,,
51:35.5,3.71368,9.9918,9.9918,9.9918,9.9918,8.736176,3,,6.27812,0,0,0,0,,0,6.27812,1.255624,,,
51:36.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:37.5,3.1598,1.13216,0.9394,1.04676,7.78848,2.81332,3,,6.832,8.85964,9.0524,8.94504,2.20332,,2.20332,9.0524,7.17848,,,
51:38.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:39.5,3.46236,0.89792,0.44164,3.98208,9.9918,3.75516,3,,6.52944,9.09388,9.55016,6.00972,0,,0,9.55016,6.23664,,,
51:40.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:41.5,3.8796,0.46848,1.45668,0.366,0.976,1.429352,3,,6.1122,9.52332,8.53512,9.6258,9.0158,,6.1122,9.6258,8.562448,,,
51:42.5,3.68684,9.9918,3.27448,9.9918,9.9918,7.387344,3,,6.30496,0,6.71732,0,0,,0,6.71732,2.604456,,,
51:43.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:44.5,2.90604,0.82472,1.12728,0.75396,3.23056,1.768512,3,,7.08576,9.16708,8.86452,9.23784,6.76124,,6.76124,9.23784,8.223288,,,
51:45.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:46.4,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:47.5,3.02316,1.0858,1.50792,1.13216,5.99752,2.549312,3,,6.96864,8.906,8.48388,8.85964,3.99428,,3.99428,8.906,7.442488,,,
51:48.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:49.5,9.9918,0.27328,5.4778,0.18544,0.53192,3.292048,3,,0,9.71852,4.514,9.80636,9.45988,,0,9.80636,6.699752,,,
51:50.5,3.5014,5.94872,1.51524,9.9918,9.9918,6.189792,3,,6.4904,4.04308,8.47656,0,0,,0,8.47656,3.802008,,,
51:51.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:52.5,2.87432,0.61488,1.72264,0.53192,2.61568,1.671888,3,,7.11748,9.37692,8.26916,9.45988,7.37612,,7.11748,9.45988,8.319912,,,
51:53.5,3.5502,4.12116,1.34444,5.58272,9.9918,4.918064,3,,6.4416,5.87064,8.64736,4.40908,0,,0,8.64736,5.073736,,,
51:54.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:55.5,3.00608,1.05652,0.96624,0.94916,6.0756,2.41072,3,,6.98572,8.93528,9.02556,9.04264,3.9162,,3.9162,9.04264,7.58108,,,
51:56.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
51:57.5,3.02316,0.83204,0.63928,0.66612,4.0382,1.83976,3,,6.96864,9.15976,9.35252,9.32568,5.9536,,5.9536,9.35252,8.15204,,,
51:58.5,4.17728,9.9918,9.9918,9.9918,9.9918,8.828896,3,,5.81452,0,0,0,0,,0,5.81452,1.162904,,,
51:59.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:00.5,2.81088,0.74176,1.05408,0.68076,1.36884,1.331264,3,,7.18092,9.25004,8.93772,9.31104,8.62296,,7.18092,9.31104,8.660536,,,
52:01.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:02.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:03.5,2.92312,0.89792,0.99796,0.793,4.33344,1.989088,3,,7.06868,9.09388,8.99384,9.1988,5.65836,,5.65836,9.1988,8.002712,,,
52:04.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:05.5,9.9918,0.3782,5.43632,0.18544,0.71248,3.340848,3,,0,9.6136,4.55548,9.80636,9.27932,,0,9.80636,6.650952,,,
52:06.5,3.52336,3.65512,1.84952,6.40012,9.9918,5.083984,3,,6.46844,6.33668,8.14228,3.59168,0,,0,8.14228,4.907816,,,
52:07.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:08.5,2.77916,0.89548,1.37128,0.79056,2.44488,1.656272,3,,7.21264,9.09632,8.62052,9.20124,7.54692,,7.21264,9.20124,8.335528,,,
52:09.5,4.1846,9.9918,9.9918,3.90156,9.9918,7.612312,3,,5.8072,0,0,6.09024,0,,0,6.09024,2.379488,,,
52:10.5,9.9918,0.23912,1.4396,0.305,0.58072,2.511248,3,,0,9.75268,8.5522,9.6868,9.41108,,0,9.75268,7.480552,,,
52:11.5,3.69172,9.9918,1.27368,9.9918,9.9918,6.98816,3,,6.30008,0,8.71812,0,0,,0,8.71812,3.00364,,,
52:12.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:13.5,2.8182,0.98088,0.81252,0.83936,3.3184,1.753872,3,,7.1736,9.01092,9.17928,9.15244,6.6734,,6.6734,9.17928,8.237928,,,
52:14.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:15.5,2.82308,0.88328,0.9394,0.76372,3.01828,1.685552,3,,7.16872,9.10852,9.0524,9.22808,6.97352,,6.97352,9.22808,8.306248,,,
52:16.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:17.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:18.5,3.04024,1.06872,0.78812,1.30296,6.72708,2.585424,3,,6.95156,8.92308,9.20368,8.68884,3.26472,,3.26472,9.20368,7.406376,,,
52:19.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:20.5,9.9918,0.33184,9.9918,0.16836,0.14152,4.125064,3,,0,9.65996,0,9.82344,9.85028,,0,9.85028,5.866736,,,
52:21.5,2.9768,1.098,1.29564,1.13216,5.54124,2.408768,3,,7.015,8.8938,8.69616,8.85964,4.45056,,4.45056,8.8938,7.583032,,,
52:22.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:23.5,9.9918,0.27816,9.9918,0.16836,0.26596,4.139216,3,,0,9.71364,0,9.82344,9.72584,,0,9.82344,5.852584,,,
52:24.5,3.37452,1.31272,1.0858,1.13948,9.9918,3.380864,3,,6.61728,8.67908,8.906,8.85232,0,,0,8.906,6.610936,,,
52:25.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:26.5,9.9918,0.11712,2.75964,0.14396,0.53436,2.709376,3,,0,9.87468,7.23216,9.84784,9.45744,,0,9.87468,7.282424,,,
52:27.5,3.20616,1.4274,0.83936,2.29116,9.5892,3.470656,3,,6.78564,8.5644,9.15244,7.70064,0.4026,,0.4026,9.15244,6.521144,,,
52:28.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:29.5,9.9918,0.08296,9.9918,0.14396,0.17568,4.07724,3,,0,9.90884,0,9.84784,9.81612,,0,9.90884,5.91456,,,
52:30.5,3.06708,1.08092,0.75152,1.56404,6.93448,2.679608,3,,6.92472,8.91088,9.24028,8.42776,3.05732,,3.05732,9.24028,7.312192,,,
52:31.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:32.5,9.9918,0.35136,9.9918,0.5002,0.46848,4.260728,3,,0,9.64044,0,9.4916,9.52332,,0,9.64044,5.731072,,,
52:33.5,3.05244,1.49328,2.4644,1.09312,7.11504,3.043656,3,,6.93936,8.49852,7.5274,8.89868,2.87676,,2.87676,8.89868,6.948144,,,
52:34.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:35.5,9.9918,0.15616,9.9918,0.10736,0.244,4.098224,3,,0,9.83564,0,9.88444,9.7478,,0,9.88444,5.893576,,,
52:36.5,3.24032,1.59088,1.14436,1.99836,9.9918,3.593144,3,,6.75148,8.40092,8.84744,7.99344,0,,0,8.84744,6.398656,,,
52:37.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:38.7,2.928,0.66856,1.83976,0.51484,2.18624,1.62748,3,,7.0638,9.32324,8.15204,9.47696,7.80556,,7.0638,9.47696,8.36432,,,
52:39.5,3.21592,1.33956,1.098,1.38104,9.9918,3.405264,3,,6.77588,8.65224,8.8938,8.61076,0,,0,8.8938,6.586536,,,
52:40.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:41.5,3.00608,0.47092,1.14436,0.52216,1.33468,1.29564,3,,6.98572,9.52088,8.84744,9.46964,8.65712,,6.98572,9.52088,8.69616,,,
52:42.5,6.84664,9.9918,9.9918,9.9918,9.9918,9.362768,3,,3.14516,0,0,0,0,,0,3.14516,0.629032,,,
52:43.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:44.5,2.85968,0.99552,1.08092,1.00772,4.33344,2.055456,3,,7.13212,8.99628,8.91088,8.98408,5.65836,,5.65836,8.99628,7.936344,,,
52:45.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:46.5,9.9918,9.9918,9.9918,9.9918,7.99832,9.593104,3,,0,0,0,0,1.99348,,0,1.99348,0.398696,,,
52:47.5,2.85724,0.915,1.2078,0.915,4.18948,2.016904,3,,7.13456,9.0768,8.784,9.0768,5.80232,,5.80232,9.0768,7.974896,,,
52:48.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:49.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:50.5,2.95484,0.9028,1.03212,0.81984,5.80232,2.302384,3,,7.03696,9.089,8.95968,9.17196,4.18948,,4.18948,9.17196,7.689416,,,
52:51.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:52.5,9.9918,1.97396,9.9918,0.93696,1.17364,4.813632,3,,0,8.01784,0,9.05484,8.81816,,0,9.05484,5.178168,,,
52:53.6,2.81088,0.84668,1.17852,0.68076,3.25496,1.75436,3,,7.18092,9.14512,8.81328,9.31104,6.73684,,6.73684,9.31104,8.23744,,,
52:54.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:55.5,2.93288,0.66368,1.44448,0.88084,4.39444,2.063264,3,,7.05892,9.32812,8.54732,9.11096,5.59736,,5.59736,9.32812,7.928536,,,
52:56.6,3.08172,1.33712,1.0126,1.22488,7.48592,2.828448,3,,6.91008,8.65468,8.9792,8.76692,2.50588,,2.50588,8.9792,7.163352,,,
52:57.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
52:58.5,2.806,0.97356,1.1956,1.06872,3.11832,1.83244,3,,7.1858,9.01824,8.7962,8.92308,6.87348,,6.87348,9.01824,8.15936,,,
52:59.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
53:00.5,6.20492,0.42212,1.31516,0.34404,1.24684,1.906616,3,,3.78688,9.56968,8.67664,9.64776,8.74496,,3.78688,9.64776,8.085184,,,
53:01.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
53:02.5,9.9918,9.9918,9.9918,9.9918,2.90604,8.574648,3,,0,0,0,0,7.08576,,0,7.08576,1.417152,,,
53:03.5,3.00608,1.07604,0.8906,0.976,6.49284,2.488312,3,,6.98572,8.91576,9.1012,9.0158,3.49896,,3.49896,9.1012,7.503488,,,
53:04.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
53:05.6,9.9918,0.47336,1.6836,0.3782,1.05408,2.716208,3,,0,9.51844,8.3082,9.6136,8.93772,,0,9.6136,7.275592,,,
53:06.5,3.25496,1.11996,1.29564,1.65432,7.92512,3.05,3,,6.73684,8.87184,8.69616,8.33748,2.06668,,2.06668,8.87184,6.9418,,,
53:07.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
53:08.5,2.97924,1.04676,1.04188,1.04188,6.75392,2.572736,3,,7.01256,8.94504,8.94992,8.94992,3.23788,,3.23788,8.94992,7.419064,,,
53:09.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
53:10.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
53:11.5,2.8548,0.9516,0.74664,0.96868,4.56768,2.01788,3,,7.137,9.0402,9.24516,9.02312,5.42412,,5.42412,9.24516,7.97392,,,
53:12.6,3.54044,4.24804,4.453,1.9764,9.9918,4.841936,3,,6.45136,5.74376,5.5388,8.0154,0,,0,8.0154,5.149864,,,
53:13.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
53:14.6,2.8792,1.13216,1.07116,1.00284,4.53596,2.124264,3,,7.1126,8.85964,8.92064,8.98896,5.45584,,5.45584,8.98896,7.867536,,,
53:15.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
53:16.6,9.9918,0.66612,9.9918,0.40748,0.2196,4.25536,3,,0,9.32568,0,9.58432,9.7722,,0,9.7722,5.73644,,,
54:29.5,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:30.6,6.54896,0.30012,1.18828,0.26108,1.06872,1.873432,3,,3.44284,9.69168,8.80352,9.73072,8.92308,,3.44284,9.73072,8.118368,,,
54:31.6,3.54288,1.99592,1.2322,3.1354,9.9918,3.97964,3,,6.44892,7.99588,8.7596,6.8564,0,,0,8.7596,6.01216,,,
54:32.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:33.6,6.61484,0.27572,2.09352,0.20984,0.89304,2.017392,3,,3.37696,9.71608,7.89828,9.78196,9.09876,,3.37696,9.78196,7.974408,,,
54:34.6,3.61852,7.7836,1.31516,9.9918,9.9918,6.540176,3,,6.37328,2.2082,8.67664,0,0,,0,8.67664,3.451624,,,
54:35.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:37.1,3.0012,0.99308,1.27368,0.88816,5.44852,2.320928,3,,6.9906,8.99872,8.71812,9.10364,4.54328,,4.54328,9.10364,7.670872,,,
54:37.6,3.61364,3.35012,4.15044,2.49612,9.9918,4.720424,3,,6.37816,6.64168,5.84136,7.49568,0,,0,7.49568,5.271376,,,
54:38.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:39.6,2.91092,0.80276,1.21268,0.87352,3.355,1.830976,3,,7.08088,9.18904,8.77912,9.11828,6.6368,,6.6368,9.18904,8.160824,,,
54:40.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:41.6,9.9918,0.78812,9.9918,0.46604,0.58804,4.36516,3,,0,9.20368,0,9.52576,9.40376,,0,9.52576,5.62664,,,
54:42.6,3.46236,2.24236,1.03212,4.6726,9.9918,4.280248,3,,6.52944,7.74944,8.95968,5.3192,0,,0,8.95968,5.711552,,,
54:43.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:44.6,9.68192,0.20496,2.56932,0.2074,0.50752,2.634224,3,,0.30988,9.78684,7.42248,9.7844,9.48428,,0.30988,9.78684,7.357576,,,
54:45.6,3.6478,3.95524,0.89792,9.9918,9.9918,5.696912,3,,6.344,6.03656,9.09388,0,0,,0,9.09388,4.294888,,,
54:46.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
