Timestamp,Sensor1-L,Sensor2-L,Sensor3-L,Sensor4-L,Sensor5-L,Mean,Label,,,,,,,,MIN,MAX,MEAN,,MAX MEAN,MAX MAX
54:47.6,3.16712,0.67832,0.47092,0.65148,2.5376,1.501088,3,,6.82468,9.31348,9.52088,9.34032,7.4542,,6.82468,9.52088,8.490712,,,
54:48.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:49.6,9.9918,0.30988,1.51524,0.27572,0.73688,2.565904,3,,0,9.68192,8.47656,9.71608,9.25492,,0,9.71608,7.425896,,,
54:50.6,2.92068,1.03944,1.28832,1.16144,4.36516,2.155008,3,,7.07112,8.95236,8.70348,8.83036,5.62664,,5.62664,8.95236,7.836792,,,
54:51.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:52.6,5.75108,0.50752,1.60064,0.35868,0.8296,1.809504,3,,4.24072,9.48428,8.39116,9.63312,9.1622,,4.24072,9.63312,8.182296,,,
54:53.6,3.0622,0.74176,0.68076,1.05408,4.819,2.07156,3,,6.9296,9.25004,9.31104,8.93772,5.1728,,5.1728,9.31104,7.92024,,,
54:54.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:55.6,2.93044,1.14924,0.93696,0.97844,5.6974,2.338496,3,,7.06136,8.84256,9.05484,9.01336,4.2944,,4.2944,9.05484,7.653304,,,
54:56.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
54:57.6,9.9918,0.23424,9.9918,0.12444,0.45628,4.159712,3,,0,9.75756,0,9.86736,9.53552,,0,9.86736,5.832088,,,
54:58.6,3.25008,1.68604,1.67628,2.32044,9.9918,3.784928,3,,6.74172,8.30576,8.31552,7.67136,0,,0,8.31552,6.206872,,,
54:59.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:00.6,3.2086,0.38308,0.78812,0.427,1.42252,1.245864,3,,6.7832,9.60872,9.20368,9.5648,8.56928,,6.7832,9.60872,8.745936,,,
55:01.6,3.78688,9.9918,9.9918,9.9918,9.9918,8.750816,3,,6.20492,0,0,0,0,,0,6.20492,1.240984,,,
55:02.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:03.6,3.1232,1.13216,0.89304,1.51036,8.53268,3.038288,3,,6.8686,8.85964,9.09876,8.48144,1.45912,,1.45912,9.09876,6.953512,,,
55:04.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:05.6,9.9918,0.23424,3.63804,0.183,0.62952,2.93532,3,,0,9.75756,6.35376,9.8088,9.36228,,0,9.8088,7.05648,,,
55:06.6,3.43308,5.307,1.78852,9.9918,9.9918,6.10244,3,,6.55872,4.6848,8.20328,0,0,,0,8.20328,3.88936,,,
55:07.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:08.6,2.96704,1.0248,1.67628,1.09312,6.19028,2.590304,3,,7.02476,8.967,8.31552,8.89868,3.80152,,3.80152,8.967,7.401496,,,
55:09.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:10.6,9.9918,1.89588,9.9918,2.77184,5.5144,6.033144,3,,0,8.09592,0,7.21996,4.4774,,0,8.09592,3.958656,,,
55:11.6,2.9646,1.17608,1.13948,1.0858,6.49772,2.572736,3,,7.0272,8.81572,8.85232,8.906,3.49408,,3.49408,8.906,7.419064,,,
55:12.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:13.6,3.33548,0.5002,1.64456,0.43188,1.23464,1.429352,3,,6.65632,9.4916,8.34724,9.55992,8.75716,,6.65632,9.55992,8.562448,,,
55:14.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:15.6,9.9918,9.9918,9.9918,3.5258,1.84464,7.069168,3,,0,0,0,6.466,8.14716,,0,8.14716,2.922632,,,
55:16.6,2.81332,0.72468,1.5128,0.7198,2.9646,1.74704,3,,7.17848,9.26712,8.479,9.272,7.0272,,7.0272,9.272,8.24476,,,
55:17.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:18.6,9.9918,9.9918,9.9918,2.73524,1.53964,6.850056,3,,0,0,0,7.25656,8.45216,,0,8.45216,3.141744,,,
55:19.6,3.01828,1.02236,1.0126,1.17364,6.95888,2.637152,3,,6.97352,8.96944,8.9792,8.81816,3.03292,,3.03292,8.9792,7.354648,,,
55:20.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:21.6,2.73036,0.97112,1.58844,0.8418,2.22284,1.670912,3,,7.26144,9.02068,8.40336,9.15,7.76896,,7.26144,9.15,8.320888,,,
55:22.6,3.5136,9.9918,1.62748,9.9918,9.9918,7.023296,3,,6.4782,0,8.36432,0,0,,0,8.36432,2.968504,,,
55:23.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:24.6,2.75476,0.62708,1.15656,0.78812,2.48148,1.5616,3,,7.23704,9.36472,8.83524,9.20368,7.51032,,7.23704,9.36472,8.4302,,,
55:25.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:26.6,4.63844,0.9394,9.9918,0.81984,1.52012,3.58192,3,,5.35336,9.0524,0,9.17196,8.47168,,0,9.17196,6.40988,,,
55:27.6,3.26716,3.68684,5.85844,2.78892,6.1732,4.354912,3,,6.72464,6.30496,4.13336,7.20288,3.8186,,3.8186,7.20288,5.636888,,,
55:28.6,9.9918,0.6588,9.9918,0.73688,1.2688,4.529616,3,,0,9.333,0,9.25492,8.723,,0,9.333,5.462184,,,
55:29.6,2.75964,0.91744,1.16876,1.01504,3.36232,1.84464,3,,7.23216,9.07436,8.82304,8.97676,6.62948,,6.62948,9.07436,8.14716,,,
55:30.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:31.6,9.9918,0.2806,5.13132,0.25864,0.58804,3.25008,3,,0,9.7112,4.86048,9.73316,9.40376,,0,9.73316,6.74172,,,
55:32.6,3.04756,1.6226,1.14192,2.62544,7.67136,3.221776,3,,6.94424,8.3692,8.84988,7.36636,2.32044,,2.32044,8.84988,6.770024,,,
55:33.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:34.6,4.32612,0.35136,1.02724,0.34648,0.85644,1.381528,3,,5.66568,9.64044,8.96456,9.64532,9.13536,,5.66568,9.64532,8.610272,,,
55:35.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:36.6,9.9918,0.29036,9.9918,0.16348,0.45628,4.178744,3,,0,9.70144,0,9.82832,9.53552,,0,9.82832,5.813056,,,
55:37.6,3.50384,5.34604,1.7934,9.9918,9.9918,6.125376,3,,6.48796,4.64576,8.1984,0,0,,0,8.1984,3.866424,,,
55:38.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:39.7,2.85724,0.66368,0.81984,0.62464,4.3676,1.8666,3,,7.13456,9.32812,9.17196,9.36716,5.6242,,5.6242,9.36716,8.1252,,,
55:40.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:41.6,9.9918,9.9918,9.9918,9.9918,6.02436,9.198312,3,,0,0,0,0,3.96744,,0,3.96744,0.793488,,,
55:42.6,3.35256,1.69824,2.44976,0.83448,9.9918,3.665368,3,,6.63924,8.29356,7.54204,9.15732,0,,0,9.15732,6.326432,,,
55:43.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:44.6,2.76452,0.66856,1.38836,0.671,2.90604,1.679696,3,,7.22728,9.32324,8.60344,9.3208,7.08576,,7.08576,9.32324,8.312104,,,
55:45.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:46.6,9.9918,0.19764,9.9918,0.20252,0.29524,4.1358,3,,0,9.79416,0,9.78928,9.69656,,0,9.79416,5.856,,,
55:47.6,3.47456,1.59332,1.28344,1.6104,9.9918,3.590704,3,,6.51724,8.39848,8.70836,8.3814,0,,0,8.70836,6.401096,,,
55:48.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:49.6,2.94508,0.93452,0.96868,0.90036,5.53636,2.257,3,,7.04672,9.05728,9.02312,9.09144,4.45544,,4.45544,9.09144,7.7348,,,
55:50.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:51.6,9.9918,0.11224,2.22284,0.28792,0.31232,2.585424,3,,0,9.87956,7.76896,9.70388,9.67948,,0,9.87956,7.406376,,,
55:52.6,3.44284,1.55428,0.91988,6.15612,9.9918,4.412984,3,,6.54896,8.43752,9.07192,3.83568,0,,0,9.07192,5.578816,,,
55:53.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:54.6,2.79624,0.68564,1.18828,0.5856,2.84748,1.620648,3,,7.19556,9.30616,8.80352,9.4062,7.14432,,7.14432,9.4062,8.371152,,,
55:55.6,3.82592,9.9918,1.64456,9.9918,9.9918,7.089176,3,,6.16588,0,8.34724,0,0,,0,8.34724,2.902624,,,
55:56.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
55:57.6,2.85724,0.96624,1.11996,0.77592,5.03372,2.150616,3,,7.13456,9.02556,8.87184,9.21588,4.95808,,4.95808,9.21588,7.841184,,,
55:58.6,3.51848,5.76572,1.69092,9.9918,9.9918,6.191744,3,,6.47332,4.22608,8.30088,0,0,,0,8.30088,3.800056,,,
55:59.6,9.9918,9.9918,9.9918,9.9918,6.73928,9.341296,3,,0,0,0,0,3.25252,,0,3.25252,0.650504,,,
56:00.6,2.9158,1.1956,1.56404,1.02968,6.10732,2.562488,3,,7.076,8.7962,8.42776,8.96212,3.88448,,3.88448,8.96212,7.429312,,,
56:01.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:02.6,2.81332,0.88328,1.10776,0.78812,4.36028,1.990552,3,,7.17848,9.10852,8.88404,9.20368,5.63152,,5.63152,9.20368,8.001248,,,
56:03.6,3.7454,9.9918,9.9918,9.9918,9.9918,8.74252,3,,6.2464,0,0,0,0,,0,6.2464,1.24928,,,
56:04.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:05.6,2.91092,0.58804,0.94428,0.48312,1.98128,1.381528,3,,7.08088,9.40376,9.04752,9.50868,8.01052,,7.08088,9.50868,8.610272,,,
56:06.6,3.85032,9.9918,9.9918,9.9918,9.9918,8.763504,3,,6.14148,0,0,0,0,,0,6.14148,1.228296,,,
56:07.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:08.6,3.12564,0.42944,0.93696,0.45628,1.16876,1.223416,3,,6.86616,9.56236,9.05484,9.53552,8.82304,,6.86616,9.56236,8.768384,,,
56:09.6,3.51116,9.9918,1.0248,9.9918,9.9918,6.902272,3,,6.48064,0,8.967,0,0,,0,8.967,3.089528,,,
56:10.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:11.6,5.41436,0.36844,1.22244,0.28548,1.01992,1.662128,3,,4.57744,9.62336,8.76936,9.70632,8.97188,,4.57744,9.70632,8.329672,,,
56:12.7,3.44284,9.9918,1.72508,9.9918,9.9918,7.028664,3,,6.54896,0,8.26672,0,0,,0,8.26672,2.963136,,,
56:13.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:14.7,2.87676,1.0248,1.41276,1.11508,6.03656,2.493192,3,,7.11504,8.967,8.57904,8.87672,3.95524,,3.95524,8.967,7.498608,,,
56:15.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:16.7,9.9918,0.08052,3.90156,0.15616,0.4148,2.908968,3,,0,9.91128,6.09024,9.83564,9.577,,0,9.91128,7.082832,,,
56:17.7,2.92312,1.403,0.95892,3.30132,5.72424,2.86212,3,,7.06868,8.5888,9.03288,6.69048,4.26756,,4.26756,9.03288,7.12968,,,
56:18.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:19.7,9.9918,0.2196,9.9918,0.1098,0.30744,4.124088,3,,0,9.7722,0,9.882,9.68436,,0,9.882,5.867712,,,
56:20.7,2.88164,0.87108,1.21268,1.01992,4.75556,2.148176,3,,7.11016,9.12072,8.77912,8.97188,5.23624,,5.23624,9.12072,7.843624,,,
56:21.6,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:22.6,9.9918,2.58396,9.9918,0.66612,0.83204,4.813144,3,,0,7.40784,0,9.32568,9.15976,,0,9.32568,5.178656,,,
56:23.7,2.77184,0.62464,0.976,0.83692,2.67668,1.577216,3,,7.21996,9.36716,9.0158,9.15488,7.31512,,7.21996,9.36716,8.414584,,,
56:24.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:25.7,9.9918,0.1952,9.9918,0.11224,0.18544,4.095296,3,,0,9.7966,0,9.87956,9.80636,,0,9.87956,5.896504,,,
56:26.7,3.41844,3.47212,1.43716,9.9918,9.9918,5.662264,3,,6.57336,6.51968,8.55464,0,0,,0,8.55464,4.329536,,,
56:27.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:28.7,2.77184,0.60268,1.21268,0.52216,1.769,1.375672,3,,7.21996,9.38912,8.77912,9.46964,8.2228,,7.21996,9.46964,8.616128,,,
56:29.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:30.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:31.7,2.87432,2.867,1.49328,4.4042,4.62136,3.252032,3,,7.11748,7.1248,8.49852,5.5876,5.37044,,5.37044,8.49852,6.739768,,,
56:32.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:33.7,2.72548,0.61244,1.09068,0.63196,1.60064,1.33224,3,,7.26632,9.37936,8.90112,9.35984,8.39116,,7.26632,9.37936,8.65956,,,
56:34.7,3.40868,9.9918,3.25008,9.9918,9.9918,7.326832,3,,6.58312,0,6.74172,0,0,,0,6.74172,2.664968,,,
56:35.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:36.7,3.00608,0.91256,0.54412,1.02236,6.82712,2.462448,3,,6.98572,9.07924,9.44768,8.96944,3.16468,,3.16468,9.44768,7.529352,,,
56:37.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:38.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:39.7,2.75232,0.75396,0.95404,0.92476,2.71572,1.62016,3,,7.23948,9.23784,9.03776,9.06704,7.27608,,7.23948,9.23784,8.37164,,,
56:40.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:41.7,9.9918,0.58316,9.9918,0.28304,0.22936,4.215832,3,,0,9.40864,0,9.70876,9.76244,,0,9.76244,5.775968,,,
56:42.7,2.95728,1.05408,1.09556,1.2078,6.58312,2.579568,3,,7.03452,8.93772,8.89624,8.784,3.40868,,3.40868,8.93772,7.412232,,,
56:43.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:44.7,3.62828,0.366,1.60064,0.4026,2.00812,1.601128,3,,6.36352,9.6258,8.39116,9.5892,7.98368,,6.36352,9.6258,8.390672,,,
56:45.7,3.20128,1.77388,2.31556,2.3424,6.75148,3.27692,3,,6.79052,8.21792,7.67624,7.6494,3.24032,,3.24032,8.21792,6.71488,,,
56:46.7,9.9918,0.32208,0.81984,1.13216,2.806,3.014376,3,,0,9.66972,9.17196,8.85964,7.1858,,0,9.66972,6.977424,,,
56:47.7,2.90848,1.18584,1.01504,1.28832,5.82184,2.443904,3,,7.08332,8.80596,8.97676,8.70348,4.16996,,4.16996,8.97676,7.547896,,,
56:48.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:49.7,2.8792,0.87596,0.88084,0.79544,5.42656,2.1716,3,,7.1126,9.11584,9.11096,9.19636,4.56524,,4.56524,9.19636,7.8202,,,
56:50.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:51.7,9.9918,4.58476,9.9918,0.95892,0.9516,5.295776,3,,0,5.40704,0,9.03288,9.0402,,0,9.0402,4.696024,,,
56:52.7,2.9158,1.03212,0.84668,1.78364,6.37572,2.590792,3,,7.076,8.95968,9.14512,8.20816,3.61608,,3.61608,9.14512,7.401008,,,
56:53.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:54.7,9.9918,0.2196,9.9918,0.1952,0.55876,4.191432,3,,0,9.7722,0,9.7966,9.43304,,0,9.7966,5.800368,,,
56:55.7,2.928,1.33956,1.18828,1.83,6.6368,2.784528,3,,7.0638,8.65224,8.80352,8.1618,3.355,,3.355,8.80352,7.207272,,,
56:56.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
56:57.7,6.79784,0.50752,7.54204,0.29768,0.98088,3.225192,3,,3.19396,9.48428,2.44976,9.69412,9.01092,,2.44976,9.69412,6.766608,,,
56:58.7,2.77672,1.21268,0.84424,1.403,4.07724,2.062776,3,,7.21508,8.77912,9.14756,8.5888,5.91456,,5.91456,9.14756,7.929024,,,
56:59.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:00.7,6.71732,0.3294,2.15452,0.24888,0.66368,2.02276,3,,3.27448,9.6624,7.83728,9.74292,9.32812,,3.27448,9.74292,7.96904,,,
57:01.7,3.4282,2.58884,2.36192,2.9768,9.9918,4.269512,3,,6.5636,7.40296,7.62988,7.015,0,,0,7.62988,5.722288,,,
57:02.7,9.9918,9.9918,9.9918,6.28544,5.98776,8.44972,3,,0,0,0,3.70636,4.00404,,0,4.00404,1.54208,,,
57:03.7,2.90116,1.02236,1.40544,1.0248,5.9902,2.468792,3,,7.09064,8.96944,8.58636,8.967,4.0016,,4.0016,8.96944,7.523008,,,
57:04.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:05.7,2.77428,0.549,1.09312,0.55144,2.82308,1.558184,3,,7.21752,9.4428,8.89868,9.44036,7.16872,,7.16872,9.4428,8.433616,,,
57:06.7,3.34524,1.79584,1.08824,9.9918,9.9918,5.242584,3,,6.64656,8.19596,8.90356,0,0,,0,8.90356,4.749216,,,
57:07.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:08.7,2.69376,0.67832,0.96136,0.72956,2.68888,1.550376,3,,7.29804,9.31348,9.03044,9.26224,7.30292,,7.29804,9.31348,8.441424,,,
57:09.7,9.9918,9.9918,9.9918,9.9918,5.21672,9.036784,3,,0,0,0,0,4.77508,,0,4.77508,0.955016,,,
57:10.7,2.81332,1.02968,1.1956,1.08336,3.32572,1.889536,3,,7.17848,8.96212,8.7962,8.90844,6.66608,,6.66608,8.96212,8.102264,,,
57:11.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:12.7,2.78892,1.39324,2.31068,1.17608,4.14068,2.36192,3,,7.20288,8.59856,7.68112,8.81572,5.85112,,5.85112,8.81572,7.62988,,,
57:13.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:14.7,2.77184,1.159,1.78852,1.037,4.5384,2.258952,3,,7.21996,8.8328,8.20328,8.9548,5.4534,,5.4534,8.9548,7.732848,,,
57:15.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:16.7,9.9918,0.65148,9.9918,0.46604,0.88572,4.397368,3,,0,9.34032,0,9.52576,9.10608,,0,9.52576,5.594432,,,
57:17.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:18.7,2.8182,1.44204,1.44692,1.17852,5.4046,2.458056,3,,7.1736,8.54976,8.54488,8.81328,4.5872,,4.5872,8.81328,7.533744,,,
57:19.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:20.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:21.7,2.88408,0.83204,0.8662,0.89792,5.37288,2.170624,3,,7.10772,9.15976,9.1256,9.09388,4.61892,,4.61892,9.15976,7.821176,,,
57:22.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:23.8,9.9918,0.183,9.9918,0.27328,0.42944,4.173864,3,,0,9.8088,0,9.71852,9.56236,,0,9.8088,5.817936,,,
57:24.7,2.92556,1.3786,0.87108,1.93736,5.87796,2.598112,3,,7.06624,8.6132,9.12072,8.05444,4.11384,,4.11384,9.12072,7.393688,,,
57:25.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:26.7,2.83528,0.64904,1.525,0.5856,1.36884,1.392752,3,,7.15652,9.34276,8.4668,9.4062,8.62296,,7.15652,9.4062,8.599048,,,
57:27.8,3.42088,2.04716,2.20088,2.84992,9.9918,4.102128,3,,6.57092,7.94464,7.79092,7.14188,0,,0,7.94464,5.889672,,,
57:28.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:29.7,2.9524,1.098,1.13216,1.44692,7.06624,2.739144,3,,7.0394,8.8938,8.85964,8.54488,2.92556,,2.92556,8.8938,7.252656,,,
57:30.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:31.7,9.9918,9.9918,9.9918,9.9918,2.78648,8.550736,3,,0,0,0,0,7.20532,,0,7.20532,1.441064,,,
57:32.7,2.85968,0.98576,0.79544,1.1102,5.32164,2.214544,3,,7.13212,9.00604,9.19636,8.8816,4.67016,,4.67016,9.19636,7.777256,,,
57:33.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:34.7,9.9918,0.38064,9.9918,0.17812,0.70272,4.249016,3,,0,9.61116,0,9.81368,9.28908,,0,9.81368,5.742784,,,
57:35.7,2.99876,1.22732,1.35176,1.85928,7.29804,2.947032,3,,6.99304,8.76448,8.64004,8.13252,2.69376,,2.69376,8.76448,7.044768,,,
57:36.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:37.7,2.82308,1.01748,0.92964,0.8662,5.24844,2.176968,3,,7.16872,8.97432,9.06216,9.1256,4.74336,,4.74336,9.1256,7.814832,,,
57:38.8,5.2338,9.9918,9.9918,9.9918,9.9918,9.0402,3,,4.758,0,0,0,0,,0,4.758,0.9516,,,
57:39.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:40.7,2.74256,0.76616,1.36152,0.81984,2.97924,1.733864,3,,7.24924,9.22564,8.63028,9.17196,7.01256,,7.01256,9.22564,8.257936,,,
57:41.7,3.27692,1.3786,5.57052,1.21024,4.85316,3.257888,3,,6.71488,8.6132,4.42128,8.78156,5.13864,,4.42128,8.78156,6.733912,,,
57:42.7,5.17768,9.9918,9.9918,9.9918,9.9918,9.028976,3,,4.81412,0,0,0,0,,0,4.81412,0.962824,,,
57:43.7,2.96704,1.04188,0.89792,1.05164,7.2102,2.633736,3,,7.02476,8.94992,9.09388,8.94016,2.7816,,2.7816,9.09388,7.358064,,,
57:44.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:45.7,9.9918,0.20984,9.9918,0.11712,0.427,4.147512,3,,0,9.78196,0,9.87468,9.5648,,0,9.87468,5.844288,,,
57:46.7,2.84016,1.05408,0.88572,1.71044,4.85072,2.268224,3,,7.15164,8.93772,9.10608,8.28136,5.14108,,5.14108,9.10608,7.723576,,,
57:47.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:48.7,6.48796,0.2562,1.87148,0.20984,0.75884,1.916864,3,,3.50384,9.7356,8.12032,9.78196,9.23296,,3.50384,9.78196,8.074936,,,
57:49.8,3.00608,1.0858,0.7808,2.03496,7.43468,2.868464,3,,6.98572,8.906,9.211,7.95684,2.55712,,2.55712,9.211,7.123336,,,
57:50.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:51.8,3.71368,0.41236,0.92964,0.34892,1.12484,1.305888,3,,6.27812,9.57944,9.06216,9.64288,8.86696,,6.27812,9.64288,8.685912,,,
57:52.8,3.2452,6.0512,1.48352,9.9918,9.76,6.106344,3,,6.7466,3.9406,8.50828,0,0.2318,,0,8.50828,3.885456,,,
57:53.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:54.8,2.85236,0.9516,1.13704,0.976,5.70716,2.324832,3,,7.13944,9.0402,8.85476,9.0158,4.28464,,4.28464,9.0402,7.666968,,,
57:55.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:56.8,9.9918,9.9918,9.9918,1.281,1.91296,6.633872,3,,0,0,0,8.7108,8.07884,,0,8.7108,3.357928,,,
57:57.8,2.69376,0.9882,1.32736,0.81984,3.2696,1.819752,3,,7.29804,9.0036,8.66444,9.17196,6.7222,,6.7222,9.17196,8.172048,,,
57:58.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
57:59.8,2.77428,1.03944,1.05408,1.13216,4.4896,2.097912,3,,7.21752,8.95236,8.93772,8.85964,5.5022,,5.5022,8.95236,7.893888,,,
58:00.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,3,,0,0,0,0,0,,0,0,0,,,
58:01.7,9.9918,0.15616,9.9918,0.15616,0.4026,4.139704,3,,0,9.83564,0,9.83564,9.5892,,0,9.83564,5.852096,,,
