Timestamp,Sensor1-L,Sensor2-L,Sensor3-L,Sensor4-L,Sensor5-L,Mean,Label,,,,,,,Mean
07:28.9,3.6234,0.35136,0.21716,0.59292,9.9918,2.955328,0,,6.3684,9.64044,9.77464,9.39888,0,7.036472
07:29.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:30.9,9.9918,0.3172,9.9918,0.29768,0.93452,4.3066,0,,0,9.6746,0,9.69412,9.05728,5.6852
07:31.9,3.55264,0.39284,0.1952,0.74664,9.9918,2.975824,0,,6.43916,9.59896,9.7966,9.24516,0,7.015976
07:32.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:33.9,9.9918,2.1472,9.9918,0.49044,1.61772,4.847792,0,,0,7.8446,0,9.50136,8.37408,5.144008
07:34.9,3.63072,0.3172,0.183,0.54412,9.9918,2.933368,0,,6.36108,9.6746,9.8088,9.44768,0,7.058432
07:35.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:36.9,9.9918,0.1342,9.9918,0,0.6222,4.148,0,,0,9.8576,0,9.9918,9.3696,5.8438
07:37.9,3.5746,0.366,0.1952,0.66368,9.9918,2.958256,0,,6.4172,9.6258,9.7966,9.32812,0,7.033544
07:38.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:39.9,9.9918,0.3904,9.9918,0.22692,0.93696,4.307576,0,,0,9.6014,0,9.76488,9.05484,5.684224
07:40.9,3.5624,0.45384,0.2318,0.9394,9.9918,3.035848,0,,6.4294,9.53796,9.76,9.0524,0,6.955952
07:41.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:42.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:43.9,3.5014,0.62952,0.2806,0.70516,9.9918,3.021696,0,,6.4904,9.36228,9.7112,9.28664,0,6.970104
07:44.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:46.0,9.9918,0.11468,0.427,0.2806,0.9272,2.348256,0,,0,9.87712,9.5648,9.7112,9.0646,7.643544
07:46.9,3.5502,5.75108,0.35136,9.9918,9.9918,5.927248,0,,6.4416,4.24072,9.64044,0,0,4.064552
07:47.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:48.9,3.47944,0.37576,0.16348,0.50752,9.9918,2.9036,0,,6.51236,9.61604,9.82832,9.48428,0,7.0882
07:49.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:50.9,9.9918,1.5128,9.9918,1.48108,3.1598,5.227456,0,,0,8.479,0,8.51072,6.832,4.764344
07:51.9,3.30864,0.35868,0.19764,0.50752,7.58352,2.3912,0,,6.68316,9.63312,9.79416,9.48428,2.40828,7.6006
07:52.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:53.9,3.6722,0.3538,0.26108,0.42212,9.9918,2.9402,0,,6.3196,9.638,9.73072,9.56968,0,7.0516
07:54.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:55.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:56.9,3.44528,0.52216,0.28792,0.69052,9.9918,2.987536,0,,6.54652,9.46964,9.70388,9.30128,0,7.004264
07:57.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:58.9,3.98696,0.26352,0.1952,0.31232,3.07196,1.565992,0,,6.00484,9.72828,9.7966,9.67948,6.91984,8.425808
07:59.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:00.9,9.9918,0.21228,0.42456,0.4636,2.76452,2.771352,0,,0,9.77952,9.56724,9.5282,7.22728,7.220448
08:01.9,3.50628,0.50752,0.26596,0.61,9.9918,2.976312,0,,6.48552,9.48428,9.72584,9.3818,0,7.015488
08:02.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:03.9,9.9918,0.20008,0.18544,0.35136,2.6108,2.667896,0,,0,9.79172,9.80636,9.64044,7.381,7.323904
08:04.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:05.9,9.9918,0.60268,9.9918,0.45384,1.52256,4.512536,0,,0,9.38912,0,9.53796,8.46924,5.479264
08:06.9,3.42088,0.50508,0.19276,0.83204,9.9918,2.988512,0,,6.57092,9.48672,9.79904,9.15976,0,7.003288
08:07.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:08.9,9.9918,0.19276,0.16104,0.23668,2.77428,2.671312,0,,0,9.79904,9.83076,9.75512,7.21752,7.320488
08:09.9,3.3794,0.61244,0.22204,1.49084,9.9918,3.139304,0,,6.6124,9.37936,9.76976,8.50096,0,6.852496
08:10.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:12.0,9.9918,0.15128,0.15616,0.19032,1.7202,2.441952,0,,0,9.84052,9.83564,9.80148,8.2716,7.549848
08:12.9,3.46724,0.92964,0.22936,1.7934,9.9918,3.282288,0,,6.52456,9.06216,9.76244,8.1984,0,6.709512
08:14.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:14.9,9.9918,0.19764,0.2806,0.14396,1.1712,2.35704,0,,0,9.79416,9.7112,9.84784,8.8206,7.63476
08:15.9,3.16712,0.61,0.27816,0.55388,6.52456,2.226744,0,,6.82468,9.3818,9.71364,9.43792,3.46724,7.765056
08:16.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:17.9,9.9918,0.16836,0.09028,0.44408,9.4306,4.025024,0,,0,9.82344,9.90152,9.54772,0.5612,5.966776
08:18.9,3.63072,9.40864,0.4758,9.9918,9.9918,6.699752,0,,6.36108,0.58316,9.516,0,0,3.292048
08:20.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:20.9,9.9918,0.061,0.25132,0.12444,0.99308,2.284328,0,,0,9.9308,9.74048,9.86736,8.99872,7.707472
08:22.0,3.80396,0.58316,0.38064,0.58316,9.9918,3.068544,0,,6.18784,9.40864,9.61116,9.40864,0,6.923256
08:22.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:23.9,9.9918,0,1.12972,0.06588,0.72956,2.383392,0,,0,9.9918,8.86208,9.92592,9.26224,7.608408
08:24.9,3.39648,0.6588,0.15616,1.38104,9.9918,3.116856,0,,6.59532,9.333,9.83564,8.61076,0,6.874944
08:25.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:27.0,9.9918,0.26596,9.9918,0.08052,0.84424,4.234864,0,,0,9.72584,0,9.91128,9.14756,5.756936
08:28.0,3.52092,0.39772,0.19764,0.61732,9.9918,2.94508,0,,6.47088,9.59408,9.79416,9.37448,0,7.04672
08:29.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:29.9,9.9918,0,1.67872,0,0.51972,2.438048,0,,0,9.9918,8.31308,9.9918,9.47208,7.553752
08:30.9,3.41356,0.86864,0.22448,1.46156,9.9918,3.192008,0,,6.57824,9.12316,9.76732,8.53024,0,6.799792
08:32.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:33.0,3.48188,0.51728,0.16836,1.0126,9.9918,3.034384,0,,6.50992,9.47452,9.82344,8.9792,0,6.957416
08:34.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:34.9,9.9918,0.71492,9.9918,1.73484,6.4416,5.774992,0,,0,9.27688,0,8.25696,3.5502,4.216808
08:36.0,3.39648,0.49044,0.17568,0.87108,9.9918,2.985096,0,,6.59532,9.50136,9.81612,9.12072,0,7.006704
08:37.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:38.0,9.9918,5.50708,9.9918,2.7328,3.63072,6.37084,0,,0,4.48472,0,7.259,6.36108,3.62096
08:39.0,3.39404,0.5978,0.22448,0.88572,9.9918,3.018768,0,,6.59776,9.394,9.76732,9.10608,0,6.973032
08:40.0,4.36028,9.9918,9.9918,9.9918,9.9918,8.865496,0,,5.63152,0,0,0,0,1.126304
08:41.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:42.0,9.9918,0.17812,0.2074,0.27328,1.86416,2.502952,0,,0,9.81368,9.7844,9.71852,8.12764,7.488848
08:42.9,3.71612,9.9918,0.54656,9.9918,9.9918,6.847616,0,,6.27568,0,9.44524,0,0,3.144184
08:44.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:45.0,9.9918,0.11712,0.22936,0.15616,1.02236,2.30336,0,,0,9.87468,9.76244,9.83564,8.96944,7.68844
08:46.0,3.37452,2.39364,0.21228,9.9918,9.9918,5.192808,0,,6.61728,7.59816,9.77952,0,0,4.798992
08:47.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:47.9,3.39892,0.31232,0.1342,0.46848,9.9918,2.861144,0,,6.59288,9.67948,9.8576,9.52332,0,7.130656
08:49.0,3.3916,1.80072,0.25132,6.31228,9.9918,4.349544,0,,6.6002,8.19108,9.74048,3.67952,0,5.642256
08:50.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:51.0,3.43552,0.24888,0.17568,0.46116,6.49284,2.162816,0,,6.55628,9.74292,9.81612,9.53064,3.49896,7.828984
08:52.0,3.8674,9.9918,0.80276,9.9918,9.9918,6.929112,0,,6.1244,0,9.18904,0,0,3.062688
08:53.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:54.0,9.9918,0.04392,0.183,0.17324,1.03944,2.28628,0,,0,9.94788,9.8088,9.81856,8.95236,7.70552
08:55.0,3.38916,0.50996,0.20252,1.24196,9.9918,3.06708,0,,6.60264,9.48184,9.78928,8.74984,0,6.92472
08:56.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
08:57.0,9.9918,0,0.34404,0.11712,0.976,2.285792,0,,0,9.9918,9.64776,9.87468,9.0158,7.706008
08:58.0,3.30864,1.20292,0.17324,2.89628,9.9918,3.514576,0,,6.68316,8.78888,9.81856,7.09552,0,6.477224
08:59.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:00.0,9.9918,0,0.73932,0.05124,0.7564,2.307752,0,,0,9.9918,9.25248,9.94056,9.2354,7.684048
09:01.0,3.4282,0.45384,0.24888,0.85644,9.9918,2.995832,0,,6.5636,9.53796,9.74292,9.13536,0,6.995968
09:02.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:03.0,9.9918,0,4.5018,0.03416,0.74176,3.053904,0,,0,9.9918,5.49,9.95764,9.25004,6.937896
09:04.0,3.35988,0.46116,0.18056,0.76616,9.9918,2.951912,0,,6.63192,9.53064,9.81124,9.22564,0,7.039888
09:05.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:06.0,9.9918,0.11712,0.08052,0.64416,7.72992,3.712704,0,,0,9.87468,9.91128,9.34764,2.26188,6.279096
09:07.0,3.39648,0.3904,0.20008,0.68808,9.9918,2.933368,0,,6.59532,9.6014,9.79172,9.30372,0,7.058432
09:08.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:09.0,9.9918,0,4.42128,0,0.53924,2.990464,0,,0,9.9918,5.57052,9.9918,9.45256,7.001336
09:10.0,3.36476,0.38308,0.13908,0.91988,9.9918,2.95972,0,,6.62704,9.60872,9.85272,9.07192,0,7.03208
09:11.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:12.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:13.0,9.9918,0.11712,0.13176,0.30012,2.29116,2.566392,0,,0,9.87468,9.86004,9.69168,7.70064,7.425408
09:14.0,3.477,8.49364,0.23912,9.9918,9.9918,6.438672,0,,6.5148,1.49816,9.75268,0,0,3.553128
09:15.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:16.0,9.9918,0,4.20656,0,0.48312,2.936296,0,,0,9.9918,5.78524,9.9918,9.50868,7.055504
09:17.0,3.38916,0.57584,0.17812,1.4884,9.9918,3.124664,0,,6.60264,9.41596,9.81368,8.5034,0,6.867136
09:18.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:19.0,9.9918,0,0.36356,0,0.76616,2.224304,0,,0,9.9918,9.62824,9.9918,9.22564,7.767496
09:20.0,3.63072,9.9918,0.38552,9.9918,9.9918,6.798328,0,,6.36108,0,9.60628,0,0,3.193472
09:21.0,9.9918,1.79096,9.9918,9.9918,9.9918,8.351632,0,,0,8.20084,0,0,0,1.640168
09:22.0,3.00852,0.67588,0.34648,0.5734,6.32692,2.18624,0,,6.98328,9.31592,9.64532,9.4184,3.66488,7.80556
09:23.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:24.0,9.9918,4.1846,9.9918,2.5132,5.43144,6.422568,0,,0,5.8072,0,7.4786,4.56036,3.569232
09:25.0,9.9918,0.15128,0.27084,0.32208,1.14436,2.376072,0,,0,9.84052,9.72096,9.66972,8.84744,7.615728
09:26.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:27.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:28.0,3.98452,0.24156,0.20984,0.41724,5.76572,2.123776,0,,6.00728,9.75024,9.78196,9.57456,4.22608,7.868024
09:29.0,3.62584,1.76656,0.43432,9.9918,9.9918,5.162064,0,,6.36596,8.22524,9.55748,0,0,4.829736
09:30.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:31.0,9.9918,0,0.85888,0,0.50752,2.27164,0,,0,9.9918,9.13292,9.9918,9.48428,7.72016
09:32.0,3.3794,0.8784,0.19764,2.684,9.9918,3.426248,0,,6.6124,9.1134,9.79416,7.3078,0,6.565552
09:33.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:34.0,9.9918,0.46116,9.9918,0.20008,0.96136,4.32124,0,,0,9.53064,0,9.79172,9.03044,5.67056
09:35.0,3.4282,0.38796,0.16348,0.59048,9.9918,2.912384,0,,6.5636,9.60384,9.82832,9.40132,0,7.079416
09:36.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:37.0,9.9918,0.14152,5.4412,0.49288,3.599,3.93328,0,,0,9.85028,4.5506,9.49892,6.3928,6.05852
09:38.0,3.38184,0.50996,0.19032,0.94672,9.9918,3.004128,0,,6.60996,9.48184,9.80148,9.04508,0,6.987672
09:39.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:40.0,9.9918,0.03904,0.1952,0.11224,1.01992,2.27164,0,,0,9.95276,9.7966,9.87956,8.97188,7.72016
09:41.0,3.36232,0.76616,0.20008,2.24968,9.9918,3.314008,0,,6.62948,9.22564,9.79172,7.74212,0,6.677792
09:42.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:43.0,9.9918,2.379,9.9918,1.83488,3.30376,5.500248,0,,0,7.6128,0,8.15692,6.68804,4.491552
09:44.0,9.9918,0.14884,0.20252,0.27328,2.45952,2.615192,0,,0,9.84296,9.78928,9.71852,7.53228,7.376608
09:45.0,4.02112,9.9918,0.854,9.9918,9.9918,6.970104,0,,5.97068,0,9.1378,0,0,3.021696
09:46.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:47.0,9.9918,0.15128,0.1952,0.11712,1.19316,2.329712,0,,0,9.84052,9.7966,9.87468,8.79864,7.662088
09:48.0,3.40868,0.79056,0.22936,1.76656,9.9918,3.237392,0,,6.58312,9.20124,9.76244,8.22524,0,6.754408
09:49.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:50.0,9.9918,0,9.9918,0,0.4026,4.07724,0,,0,9.9918,0,9.9918,9.5892,5.91456
09:51.0,3.38428,0.80764,0.18544,1.38104,9.9918,3.15004,0,,6.60752,9.18416,9.80636,8.61076,0,6.84176
09:52.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:53.0,3.60144,0.29036,0.11956,0.68808,9.9918,2.938248,0,,6.39036,9.70144,9.87224,9.30372,0,7.053552
09:54.0,3.41844,2.074,0.1952,9.9918,9.9918,5.134248,0,,6.57336,7.9178,9.7966,0,0,4.857552
09:55.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:56.0,9.9918,0.03172,0.3538,0.03172,0.71004,2.223816,0,,0,9.96008,9.638,9.96008,9.28176,7.767984
09:57.0,3.53068,0.50752,0.31232,0.75884,9.9918,3.020232,0,,6.46112,9.48428,9.67948,9.23296,0,6.971568
09:58.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
09:59.0,9.9918,0,0.4148,0.19276,1.83244,2.48636,0,,0,9.9918,9.577,9.79904,8.15936,7.50544
10:00.0,3.52092,0.42212,0.1952,0.73688,9.9918,2.973384,0,,6.47088,9.56968,9.7966,9.25492,0,7.018416
10:01.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
10:02.0,9.9918,0.05368,9.9918,0.05368,0.915,4.201192,0,,0,9.93812,0,9.93812,9.0768,5.790608
10:03.0,4.66284,0.19276,0.25132,0.27328,1.68116,1.412272,0,,5.32896,9.79904,9.74048,9.71852,8.31064,8.579528
10:04.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
10:05.0,9.9918,0.0122,9.9918,0,0.57584,4.114328,0,,0,9.9796,0,9.9918,9.41596,5.877472
10:06.0,3.55508,0.2806,0.16836,0.57096,9.9918,2.91336,0,,6.43672,9.7112,9.82344,9.42084,0,7.07844
10:07.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
10:08.0,9.9918,0.00244,0.1952,0.1952,2.03008,2.482944,0,,0,9.98936,9.7966,9.7966,7.96172,7.508856
10:09.0,3.37208,0.96624,0.16836,1.61528,9.9918,3.222752,0,,6.61972,9.02556,9.82344,8.37652,0,6.769048
10:10.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
10:11.0,9.9918,0.09272,0.15128,0.23912,1.54696,2.404376,0,,0,9.89908,9.84052,9.75268,8.44484,7.587424
10:12.0,3.82348,9.9918,0.488,9.9918,9.9918,6.857376,0,,6.16832,0,9.5038,0,0,3.134424
10:13.0,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
10:14.0,4.7092,0.15616,0.18544,0.33428,4.20412,1.91784,0,,5.2826,9.83564,9.80636,9.65752,5.78768,8.07396
