Timestamp,Sensor1-L,Sensor2-L,Sensor3-L,Sensor4-L,Sensor5-L,Mean,Label,,,,,,,Mean
03:02.7,9.9918,0.09516,9.9918,0.22692,1.00284,4.261704,0,,0,9.89664,0,9.76488,8.98896,5.730096
03:03.7,3.45992,0.42944,0.23668,0.70272,9.9918,2.964112,0,,6.53188,9.56236,9.75512,9.28908,0,7.027688
03:04.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:05.7,3.37452,0.25132,0.23912,0.42944,8.19352,2.497584,0,,6.61728,9.74048,9.75268,9.56236,1.79828,7.494216
03:06.7,4.54572,9.9918,1.20048,9.9918,9.9918,7.14432,0,,5.44608,0,8.79132,0,0,2.84748
03:07.7,9.9918,0.17324,2.53028,0.26108,1.2932,2.84992,0,,0,9.81856,7.46152,9.73072,8.6986,7.14188
03:08.7,3.43308,1.65188,0.31964,2.12036,9.9918,3.503352,0,,6.55872,8.33992,9.67216,7.87144,0,6.488448
03:09.7,9.9918,1.12728,9.9918,9.9918,9.9918,8.218896,0,,0,8.86452,0,0,0,1.772904
03:10.7,3.3306,1.40544,0.22204,3.71124,9.9918,3.732224,0,,6.6612,8.58636,9.76976,6.28056,0,6.259576
03:11.7,9.9918,0.66368,9.9918,2.8792,9.9918,6.703656,0,,0,9.32812,0,7.1126,0,3.288144
03:12.7,3.48188,0.38064,0.23912,0.57584,9.9918,2.933856,0,,6.50992,9.61116,9.75268,9.41596,0,7.057944
03:13.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:14.7,3.47456,0.35624,0.244,0.4636,9.9918,2.90604,0,,6.51724,9.63556,9.7478,9.5282,0,7.08576
03:15.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:16.7,9.9918,0.03416,0.43432,0.0488,0.89548,2.280912,0,,0,9.95764,9.55748,9.943,9.09632,7.710888
03:17.7,7.7226,9.9918,9.9918,9.9918,9.9918,9.53796,0,,2.2692,0,0,0,0,0.45384
03:18.7,9.9918,1.85928,9.9918,1.159,3.51116,5.302608,0,,0,8.13252,0,8.8328,6.48064,4.689192
03:19.7,3.39648,0.61976,0.17568,1.71776,9.9918,3.180296,0,,6.59532,9.37204,9.81612,8.27404,0,6.811504
03:20.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:21.7,3.38428,0.5002,0.19032,1.05652,9.9918,3.024624,0,,6.60752,9.4916,9.80148,8.93528,0,6.967176
03:22.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:23.7,3.46968,0.3538,0.1708,0.5856,9.9918,2.914336,0,,6.52212,9.638,9.821,9.4062,0,7.077464
03:24.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:25.7,9.9918,0.07076,2.77184,0.03904,0.70272,2.715232,0,,0,9.92104,7.21996,9.95276,9.28908,7.276568
03:26.7,3.47456,0.61244,0.29036,1.42496,9.9918,3.158824,0,,6.51724,9.37936,9.70144,8.56684,0,6.832976
03:27.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:28.7,3.35988,0.5612,0.23912,0.69052,9.9918,2.968504,0,,6.63192,9.4306,9.75268,9.30128,0,7.023296
03:29.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:30.7,9.9918,0.27816,0.24888,0.48312,5.43632,3.287656,0,,0,9.71364,9.74292,9.50868,4.55548,6.704144
03:31.7,3.3794,0.4758,0.21716,0.70272,9.9918,2.953376,0,,6.6124,9.516,9.77464,9.28908,0,7.038424
03:32.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:33.7,3.10124,0.28304,0.1708,0.47336,2.61568,1.328824,0,,6.89056,9.70876,9.821,9.51844,7.37612,8.662976
03:34.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:35.7,3.34524,0.50752,0.20496,0.89304,9.9918,2.988512,0,,6.64656,9.48428,9.78684,9.09876,0,7.003288
03:36.7,3.5502,2.38144,0.42456,9.9918,9.9918,5.26796,0,,6.4416,7.61036,9.56724,0,0,4.72384
03:37.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:38.7,3.36964,0.44652,0.22204,0.8418,9.9918,2.97436,0,,6.62216,9.54528,9.76976,9.15,0,7.01744
03:39.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:40.7,3.49164,0.46848,0.21228,0.65392,9.9918,2.963624,0,,6.50016,9.52332,9.77952,9.33788,0,7.028176
03:41.7,3.86496,9.9918,0.74176,9.9918,9.9918,6.916424,0,,6.12684,0,9.25004,0,0,3.075376
03:42.7,9.9918,0.15372,9.9918,0.3294,1.79584,4.452512,0,,0,9.83808,0,9.6624,8.19596,5.539288
03:43.7,3.01828,0.41724,0.33916,0.46848,4.8922,1.827072,0,,6.97352,9.57456,9.65264,9.52332,5.0996,8.164728
03:44.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:45.7,3.02072,0.32452,0.42944,0.26352,1.78364,1.164368,0,,6.97108,9.66728,9.56236,9.72828,8.20816,8.827432
03:46.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:47.7,9.9918,0,1.07604,0.11224,0.81984,2.399984,0,,0,9.9918,8.91576,9.87956,9.17196,7.591816
03:48.7,3.78688,9.9918,0.50752,9.9918,9.9918,6.85396,0,,6.20492,0,9.48428,0,0,3.13784
03:49.7,9.9918,6.29276,9.9918,7.41028,9.9918,8.735688,0,,0,3.69904,0,2.58152,0,1.256112
03:50.7,3.4404,0.4514,0.2928,0.50264,9.9918,2.935808,0,,6.5514,9.5404,9.699,9.48916,0,7.055992
03:51.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:52.7,3.73564,0.20984,0.22936,0.50996,9.9918,2.93532,0,,6.25616,9.78196,9.76244,9.48184,0,7.05648
03:53.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:54.7,3.12076,0.46116,0.17324,0.8052,1.9764,1.307352,0,,6.87104,9.53064,9.81856,9.1866,8.0154,8.684448
03:55.7,4.32124,9.9918,0.77592,9.9918,9.9918,7.014512,0,,5.67056,0,9.21588,0,0,2.977288
03:56.7,9.9918,0.03172,2.84504,0.15128,0.8906,2.782088,0,,0,9.96008,7.14676,9.84052,9.1012,7.209712
03:57.8,3.48676,0.45384,0.23668,0.99796,9.9918,3.033408,0,,6.50504,9.53796,9.75512,8.99384,0,6.958392
03:58.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
03:59.7,3.55264,0.37576,0.1952,0.47824,9.9918,2.918728,0,,6.43916,9.61604,9.7966,9.51356,0,7.073072
04:00.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:01.7,9.9918,0.03904,0.27328,0.16104,1.03212,2.299456,0,,0,9.95276,9.71852,9.83076,8.95968,7.692344
04:02.7,3.91132,9.9918,0.50752,9.9918,9.9918,6.878848,0,,6.08048,0,9.48428,0,0,3.112952
04:03.7,9.9918,0.5612,9.9918,0.81252,3.40868,4.9532,0,,0,9.4306,0,9.17928,6.58312,5.0386
04:04.7,3.3916,0.39528,0.16836,0.75396,9.9918,2.9402,0,,6.6002,9.59652,9.82344,9.23784,0,7.0516
04:05.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:06.7,9.9918,0.11712,0.24888,0.23668,1.21512,2.36192,0,,0,9.87468,9.74292,9.75512,8.77668,7.62988
04:07.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:08.7,9.9918,0.00732,0.50264,0.0732,0.80764,2.27652,0,,0,9.98448,9.48916,9.9186,9.18416,7.71528
04:09.7,3.87228,9.9918,0.5734,9.9918,9.9918,6.884216,0,,6.11952,0,9.4184,0,0,3.107584
04:10.8,9.9918,1.85196,9.9918,1.79584,5.43876,5.814032,0,,0,8.13984,0,8.19596,4.55304,4.177768
04:11.7,3.42088,0.44408,0.2196,0.91256,9.9918,2.997784,0,,6.57092,9.54772,9.7722,9.07924,0,6.994016
04:12.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:13.8,3.16224,0.27816,0.1952,0.47336,5.59004,1.9398,0,,6.82956,9.71364,9.7966,9.51844,4.40176,8.052
04:14.7,9.9918,9.9918,0.99796,9.9918,9.9918,8.193032,0,,0,0,8.99384,0,0,1.798768
04:15.7,9.9918,0.37576,0.31232,0.61976,5.34604,3.329136,0,,0,9.61604,9.67948,9.37204,4.64576,6.662664
04:16.8,3.41112,2.38144,0.35136,3.17932,9.9918,3.863008,0,,6.58068,7.61036,9.64044,6.81248,0,6.128792
04:17.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:18.8,3.3306,0.46116,0.1952,0.91256,9.9918,2.978264,0,,6.6612,9.53064,9.7966,9.07924,0,7.013536
04:19.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:20.8,9.9918,0.25132,0.24644,0.2684,1.32736,2.417064,0,,0,9.74048,9.74536,9.7234,8.66444,7.574736
04:21.7,3.88448,5.96824,0.63928,9.9918,9.9918,6.09512,0,,6.10732,4.02356,9.35252,0,0,3.89668
04:22.7,9.9918,1.78852,9.9918,4.07724,9.9918,7.168232,0,,0,8.20328,0,5.91456,0,2.823568
04:23.7,3.43796,0.63684,0.23668,1.01992,9.9918,3.06464,0,,6.55384,9.35496,9.75512,8.97188,0,6.92716
04:24.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:25.7,9.9918,0.0488,0.45628,0.03904,0.84424,2.276032,0,,0,9.943,9.53552,9.95276,9.14756,7.715768
04:26.7,3.81128,9.9918,0.5124,9.9918,9.9918,6.859816,0,,6.18052,0,9.4794,0,0,3.131984
04:27.7,9.9918,2.46196,9.9918,5.57296,9.9918,7.602064,0,,0,7.52984,0,4.41884,0,2.389736
04:28.7,3.50872,0.37332,0.1952,0.5856,9.9918,2.930928,0,,6.48308,9.61848,9.7966,9.4062,0,7.060872
04:29.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:30.7,9.9918,0.21716,0.2318,0.2074,1.70068,2.469768,0,,0,9.77464,9.76,9.7844,8.29112,7.522032
04:31.8,4.09432,9.9918,1.16876,9.9918,9.9918,7.047696,0,,5.89748,0,8.82304,0,0,2.944104
04:32.8,9.9918,0.25132,9.9918,0.25132,0.95892,4.289032,0,,0,9.74048,0,9.74048,9.03288,5.702768
04:33.8,3.39648,0.48556,0.183,0.89548,9.9918,2.990464,0,,6.59532,9.50624,9.8088,9.09632,0,7.001336
04:34.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:35.8,3.47456,0.5124,0.32696,0.65392,9.9918,2.991928,0,,6.51724,9.4794,9.66484,9.33788,0,6.999872
04:36.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:37.7,9.9918,0.31232,0.56364,0.6466,3.08904,2.92068,0,,0,9.67948,9.42816,9.3452,6.90276,7.07112
04:38.7,3.36476,0.66856,0.20008,1.11996,9.9918,3.069032,0,,6.62704,9.32324,9.79172,8.87184,0,6.922768
04:39.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:40.8,3.3184,0.6466,0.23668,1.05408,9.9918,3.049512,0,,6.6734,9.3452,9.75512,8.93772,0,6.942288
04:41.7,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:42.8,9.9918,0.08784,0.33916,0.11224,0.94428,2.295064,0,,0,9.90396,9.65264,9.87956,9.04752,7.696736
04:43.8,3.9894,9.9918,0.5612,9.9918,9.9918,6.9052,0,,6.0024,0,9.4306,0,0,3.0866
04:44.8,9.9918,3.18908,9.9918,0.80276,2.54004,5.303096,0,,0,6.80272,0,9.18904,7.45176,4.688704
04:45.8,3.4648,0.42456,0.2074,0.5978,9.9918,2.937272,0,,6.527,9.56724,9.7844,9.394,0,7.054528
04:46.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:47.8,3.42332,0.44408,0.19764,0.58316,9.9918,2.928,0,,6.56848,9.54772,9.79416,9.40864,0,7.0638
04:48.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:49.8,9.9918,0,0.5002,0.05124,0.79788,2.268224,0,,0,9.9918,9.4916,9.94056,9.19392,7.723576
04:50.8,3.5258,0.71004,0.28304,1.71776,9.9918,3.245688,0,,6.466,9.28176,9.70876,8.27404,0,6.746112
04:51.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:52.8,3.24032,0.28792,0.1952,0.42456,5.5266,1.93492,0,,6.75148,9.70388,9.7966,9.56724,4.4652,8.05688
04:53.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:54.8,3.50872,0.53924,0.32696,0.54168,9.9918,2.98168,0,,6.48308,9.45256,9.66484,9.45012,0,7.01012
04:55.8,3.90644,3.16224,0.46848,9.9918,9.9918,5.504152,0,,6.08536,6.82956,9.52332,0,0,4.487648
04:56.8,9.9918,1.4396,9.9918,1.93492,9.9918,6.669984,0,,0,8.5522,0,8.05688,0,3.321816
04:57.8,3.47212,0.45872,0.08784,4.54328,9.9918,3.710752,0,,6.51968,9.53308,9.90396,5.44852,0,6.281048
04:58.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
04:59.8,9.9918,0.21228,0.29524,0.183,1.18828,2.37412,0,,0,9.77952,9.69656,9.8088,8.80352,7.61768
05:00.8,3.61852,1.7324,0.4026,6.1366,9.9918,4.376384,0,,6.37328,8.2594,9.5892,3.8552,0,5.615416
05:01.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
05:02.8,3.95524,0.27572,0.25132,0.36844,4.39932,1.850008,0,,6.03656,9.71608,9.74048,9.62336,5.59248,8.141792
05:03.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
05:04.8,9.9918,1.32248,9.9918,2.99876,6.94668,6.250304,0,,0,8.66932,0,6.99304,3.04512,3.741496
05:05.8,3.55264,0.30012,0.26596,0.44896,5.42168,1.997872,0,,6.43916,9.69168,9.72584,9.54284,4.57012,7.993928
05:41.8,3.56972,0.63684,0.27328,1.14436,9.9918,3.1232,0,,6.42208,9.35496,9.71852,8.84744,0,6.8686
05:42.8,9.9918,1.48108,9.9918,2.14964,9.9918,6.721224,0,,0,8.51072,0,7.84216,0,3.270576
05:43.8,3.43796,0.45628,0.2318,0.75396,9.9918,2.97436,0,,6.55384,9.53552,9.76,9.23784,0,7.01744
05:44.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
05:45.8,3.65756,0.31232,0.19276,0.53436,9.9918,2.93776,0,,6.33424,9.67948,9.79904,9.45744,0,7.05404
05:46.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
05:47.8,9.9918,0,1.60064,0.0366,0.39284,2.404376,0,,0,9.9918,8.39116,9.9552,9.59896,7.587424
05:48.8,3.7454,9.9918,0.36844,9.9918,9.9918,6.817848,0,,6.2464,0,9.62336,0,0,3.173952
05:49.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
05:50.8,3.48676,0.43188,0.16348,1.2444,9.9918,3.063664,0,,6.50504,9.55992,9.82832,8.7474,0,6.928136
05:51.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
05:52.8,3.55264,0.30012,0.16348,0.60024,9.9918,2.921656,0,,6.43916,9.69168,9.82832,9.39156,0,7.070144
05:53.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
05:54.8,3.26472,0.25132,0.18056,0.44164,5.71448,1.970544,0,,6.72708,9.74048,9.81124,9.55016,4.27732,8.021256
05:55.8,4.07724,9.9918,0.92964,9.9918,9.9918,6.996456,0,,5.91456,0,9.06216,0,0,2.995344
05:56.8,9.9918,0.06588,8.06664,0.15616,0.732,3.802496,0,,0,9.92592,1.92516,9.83564,9.2598,6.189304
05:57.8,3.44284,0.74908,0.19032,1.32248,9.9918,3.139304,0,,6.54896,9.24272,9.80148,8.66932,0,6.852496
05:58.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
05:59.8,3.57948,0.31964,0.12932,0.74176,9.9918,2.9524,0,,6.41232,9.67216,9.86248,9.25004,0,7.0394
06:00.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:01.8,9.9918,0,0.68076,0.03904,0.61488,2.265296,0,,0,9.9918,9.31104,9.95276,9.37692,7.726504
06:02.8,3.63072,0.68076,0.37576,1.33468,9.9918,3.202744,0,,6.36108,9.31104,9.61604,8.65712,0,6.789056
06:03.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:04.8,3.70636,0.21228,0.1708,0.54412,9.9918,2.925072,0,,6.28544,9.77952,9.821,9.44768,0,7.066728
06:05.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:06.8,9.9918,0,1.281,0,0.3416,2.32288,0,,0,9.9918,8.7108,9.9918,9.6502,7.66892
06:07.8,4.1358,9.9918,0.99064,9.9918,9.9918,7.020368,0,,5.856,0,9.00116,0,0,2.971432
06:08.8,9.9918,0,3.94792,0.11956,0.53924,2.919704,0,,0,9.9918,6.04388,9.87224,9.45256,7.072096
06:09.8,3.54776,0.35136,0.25864,0.62464,9.9918,2.95484,0,,6.44404,9.64044,9.73316,9.36716,0,7.03696
06:10.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:11.8,3.50872,0.3416,0.23668,0.54412,9.9918,2.924584,0,,6.48308,9.6502,9.75512,9.44768,0,7.067216
06:12.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:13.8,9.9918,0,0.59048,0.07808,0.915,2.315072,0,,0,9.9918,9.40132,9.91372,9.0768,7.676728
06:14.8,3.6478,1.2444,0.3294,4.19924,9.9918,3.882528,0,,6.344,8.7474,9.6624,5.79256,0,6.109272
06:15.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:16.8,3.47212,0.38308,0.1952,0.61732,9.9918,2.931904,0,,6.51968,9.60872,9.7966,9.37448,0,7.059896
06:17.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:18.8,3.57948,0.26352,0.11712,0.5856,9.9918,2.907504,0,,6.41232,9.72828,9.87468,9.4062,0,7.084296
06:19.8,3.76492,9.9918,0.92232,3.03536,9.9918,5.54124,0,,6.22688,0,9.06948,6.95644,0,4.45056
06:20.8,9.9918,0.34404,9.9918,2.45952,9.9918,6.555792,0,,0,9.64776,0,7.53228,0,3.436008
06:21.8,3.15004,0.29524,0.2074,0.49776,5.58516,1.94712,0,,6.84176,9.69656,9.7844,9.49404,4.40664,8.04468
06:22.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:23.8,9.9918,0,0.3904,0.061,0.85156,2.258952,0,,0,9.9918,9.6014,9.9308,9.14024,7.732848
06:24.8,3.86496,9.9918,0.53436,9.9918,9.9918,6.874944,0,,6.12684,0,9.45744,0,0,3.116856
06:25.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:26.8,3.4038,0.57096,0.1708,1.28588,9.9918,3.084648,0,,6.588,9.42084,9.821,8.70592,0,6.907152
06:27.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:28.8,3.45016,0.34404,0.20984,0.53436,9.9918,2.90604,0,,6.54164,9.64776,9.78196,9.45744,0,7.08576
06:29.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:30.8,9.9918,0.0122,0.31964,0.14396,1.00284,2.294088,0,,0,9.9796,9.67216,9.84784,8.98896,7.697712
06:31.8,3.7942,5.77792,0.47092,9.9918,9.9918,6.005328,0,,6.1976,4.21388,9.52088,0,0,3.986472
06:32.8,9.9918,0.73688,9.9918,1.28344,3.50384,5.101552,0,,0,9.25492,0,8.70836,6.48796,4.890248
06:33.8,3.47456,0.39772,0.22936,0.71736,9.9918,2.96216,0,,6.51724,9.59408,9.76244,9.27444,0,7.02964
06:34.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:35.9,3.35256,0.94672,0.19764,2.5376,9.9918,3.405264,0,,6.63924,9.04508,9.79416,7.4542,0,6.586536
06:36.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:37.8,9.9918,0.01464,1.891,0.061,0.41236,2.47416,0,,0,9.97716,8.1008,9.9308,9.57944,7.51764
06:38.8,3.85764,2.18868,0.4148,9.9918,9.9918,5.288944,0,,6.13416,7.80312,9.577,0,0,4.702856
06:39.9,9.9918,0.14884,0.16836,0.43676,3.04512,2.758176,0,,0,9.84296,9.82344,9.55504,6.94668,7.233624
06:40.9,3.46968,1.05164,0.28792,1.52744,9.9918,3.265696,0,,6.52212,8.94016,9.70388,8.46436,0,6.726104
06:41.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:42.9,3.43552,0.40748,0.21228,0.63196,9.9918,2.935808,0,,6.55628,9.58432,9.77952,9.35984,0,7.055992
06:43.8,4.98492,9.9918,1.0614,9.9918,9.9918,7.204344,0,,5.00688,0,8.9304,0,0,2.787456
06:44.8,9.9918,0.25132,9.9918,0.66368,2.92068,4.763856,0,,0,9.74048,0,9.32812,7.07112,5.227944
06:45.9,3.47944,0.41724,0.19276,0.85156,9.9918,2.98656,0,,6.51236,9.57456,9.79904,9.14024,0,7.00524
06:46.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:47.8,3.599,0.30012,0.183,0.44164,9.9918,2.903112,0,,6.3928,9.69168,9.8088,9.55016,0,7.088688
06:48.8,4.09432,3.55264,0.73688,9.9918,9.9918,5.673488,0,,5.89748,6.43916,9.25492,0,0,4.318312
06:49.9,9.9918,9.9918,9.9918,7.7226,9.9918,9.53796,0,,0,0,0,2.2692,0,0.45384
06:50.8,3.47212,0.5856,0.1952,0.91988,9.9918,3.03292,0,,6.51968,9.4062,9.7966,9.07192,0,6.95888
06:51.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:52.9,3.24032,0.32452,0.21228,0.3782,6.63436,2.157936,0,,6.75148,9.66728,9.77952,9.6136,3.35744,7.833864
06:53.9,4.38956,9.9918,1.21268,9.9918,9.9918,7.115528,0,,5.60224,0,8.77912,0,0,2.876272
06:54.9,9.9918,0.1586,0.30988,0.89548,9.9918,4.269512,0,,0,9.8332,9.68192,9.09632,0,5.722288
06:55.9,3.43308,0.45384,0.1952,0.78324,9.9918,2.971432,0,,6.55872,9.53796,9.7966,9.20856,0,7.020368
06:56.8,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:57.9,3.4648,0.3538,0.19032,0.671,9.9918,2.934344,0,,6.527,9.638,9.80148,9.3208,0,7.057456
06:58.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
06:59.9,9.9918,0,0.61976,0.03904,0.6954,2.2692,0,,0,9.9918,9.37204,9.95276,9.2964,7.7226
07:00.9,3.60876,1.3176,0.3294,4.37248,9.9918,3.924008,0,,6.38304,8.6742,9.6624,5.61932,0,6.067792
07:01.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:02.9,4.41152,0.23668,0.16348,0.33184,4.24316,1.877336,0,,5.58028,9.75512,9.82832,9.65996,5.74864,8.114464
07:03.9,3.90644,9.9918,0.4758,9.9918,9.9918,6.871528,0,,6.08536,0,9.516,0,0,3.120272
07:04.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:05.9,3.56972,0.35868,0.183,0.46848,9.9918,2.914336,0,,6.42208,9.63312,9.8088,9.52332,0,7.077464
07:06.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:07.9,9.9918,0.50264,0.26596,1.05652,9.9918,4.361744,0,,0,9.48916,9.72584,8.93528,0,5.630056
07:08.9,3.36964,0.76372,0.17324,1.37128,9.9918,3.133936,0,,6.62216,9.22808,9.81856,8.62052,0,6.857864
07:09.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:10.9,3.59656,0.23912,0.1952,0.40504,4.95808,1.8788,0,,6.39524,9.75268,9.7966,9.58676,5.03372,8.113
07:11.9,4.00892,9.9918,1.27124,9.9918,9.9918,7.051112,0,,5.98288,0,8.72056,0,0,2.940688
07:12.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:13.9,5.8438,0.1952,0.19764,0.31476,4.14312,2.138904,0,,4.148,9.7966,9.79416,9.67704,5.84868,7.852896
07:14.9,3.80884,9.9918,0.3294,9.9918,9.9918,6.822728,0,,6.18296,0,9.6624,0,0,3.169072
07:15.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:16.9,9.9918,0,0.50508,0.03172,0.81984,2.269688,0,,0,9.9918,9.48672,9.96008,9.17196,7.722112
07:17.9,3.68196,2.13744,0.2684,9.9918,9.9918,5.21428,0,,6.30984,7.85436,9.7234,0,0,4.77752
07:18.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:19.9,9.9918,0.1586,0.20252,0.27328,1.75192,2.475624,0,,0,9.8332,9.78928,9.71852,8.23988,7.516176
07:20.9,3.83324,9.9918,0.38308,9.9918,9.9918,6.838344,0,,6.15856,0,9.60872,0,0,3.153456
07:21.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:22.9,9.9918,0.11712,0.18544,0.34648,3.47944,2.824056,0,,0,9.87468,9.80636,9.64532,6.51236,7.167744
07:23.9,3.93328,9.9918,0.42944,9.9918,9.9918,6.867624,0,,6.05852,0,9.56236,0,0,3.124176
07:24.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:25.9,3.36476,0.91012,0.183,1.21756,9.9918,3.133448,0,,6.62704,9.08168,9.8088,8.77424,0,6.858352
07:26.9,9.9918,9.9918,9.9918,9.9918,9.9918,9.9918,0,,0,0,0,0,0,0
07:27.9,9.9918,0,1.34932,0.33916,1.84464,2.704984,0,,0,9.9918,8.64248,9.65264,8.14716,7.286816
