Timestamp,Sensor_Labels1,Sensor_Values1,Sensor_Labels2,Sensor_Values2
43:35.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.5859999999999999, 1.28588, 1.5128, 1.63724]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 8.15936, 9.9918]"
43:36.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 0.15616, 9.9918, 0.7783599999999999, 0.0]"
43:37.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.5981999999999998, 1.17852, 1.98372, 6.0756]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.02556, 9.9918]"
43:38.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 0.6954, 9.9918, 0.74176, 0.08295999999999999]"
43:39.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.7568, 1.17852, 3.5014, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 8.859639999999999, 9.9918]"
43:40.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 0.06831999999999999, 2.1740399999999998, 0.60268, 0.14396]"
43:41.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.63236, 1.30296, 1.7568, 5.6608]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]"
43:42.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 0.10492, 2.24968, 0.74176, 0.07564]"
43:43.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.5786799999999999, 1.26392, 2.0252, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 8.13008, 9.9918]"
43:44.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 1.16388, 0.0]"
43:45.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.5567199999999999, 1.28344, 2.03252, 5.428999999999999]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 7.92024, 9.9918]"
43:46.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 2.6522799999999997, 9.9918, 3.6087599999999997, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[3.5916799999999998, 0.16348, 1.89588, 0.8051999999999999, 0.04636]"
43:47.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.52256, 1.3908, 1.50792, 1.94956]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 8.830359999999999, 9.9918]"
43:48.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 2.3668, 2.7474399999999997, 2.89628, 4.457879999999999]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 0.034159999999999996, 9.9918, 0.83936, 0.0]"
43:49.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 2.92068, 1.65432, 4.484719999999999, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 5.74132, 9.9918]"
43:50.7,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.3127199999999999, 1.2932, 1.48352, 3.7698]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 0.20007999999999998, 9.9918, 1.18828, 0.11712]"
43:51.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 0.50264, 9.9918]"
43:52.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.29076, 1.29076, 1.44448, 2.31312]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 0.19276]"
43:53.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 0.7807999999999999, 0.14884]"
43:54.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.47864, 1.27612, 1.64212, 3.1768799999999997]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 7.69088, 9.9918]"
43:55.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 1.0833599999999999, 0.00732]"
43:56.7,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.52256, 1.16388, 2.8548, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 6.91008, 9.9918]"
43:57.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 7.2565599999999995, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 2.33752, 0.0]"
43:58.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 4.64088, 1.50792, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 6.60996, 9.9918]"
43:59.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.6152799999999998, 1.6348, 1.6836, 2.45952]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 2.42292, 0.0]"
44:00.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 1.3663999999999998, 9.9918]"
44:01.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.3663999999999998, 1.27368, 1.4274, 2.87188]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 0.19032]"
44:02.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 0.11712, 9.9918, 0.72956, 2.4644]"
44:03.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.5567199999999999, 1.3249199999999999, 1.40544, 3.477]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 0.24156]"
44:04.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 0.9882, 0.1586]"
44:05.7,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 1.3908, 1.28832, 1.5835599999999999, 3.27936]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 7.05892, 9.9918]"
44:06.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 0.6636799999999999, 0.12688]"
44:07.6,"['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 1.28344, 9.9918, 9.9918]","['sensor1', 'sensor2', 'sensor3', 'sensor4', 'sensor5']","[9.9918, 9.9918, 9.9918, 7.380999999999999, 9.9918]"
